1.0,589.3192414003163
2.0,546.9489926252699
3.0,507.34745669887513
4.0,470.35671482687746
5.0,435.82580977866087
6.0,403.6106452254284
7.0,373.5738597122015
8.0,345.58467950445237
9.0,319.5187540831523
10.0,295.2579776380895
11.0,272.6902995249792
12.0,251.70952630384437
13.0,232.2151176613563
14.0,214.11197823550694
15.0,197.3102471045056
16.0,181.72508647080645
17.0,167.27647086342918
18.0,153.8889779952326
19.0,141.4915822446431
20.0,130.01745158180822
21.0,119.4037486256672
22.0,109.59143639951019
23.0,100.52508924693988
24.0,92.15270927648795
25.0,84.42554862035846
26.0,77.29793771984315
27.0,70.72711978591772
28.0,64.67309152752577
29.0,59.0984501912942
30.0,53.96824691417254
31.0,49.24984635408946
32.0,44.9127925325723
33.0,40.92868079682399
34.0,37.27103578650142
35.0,33.91519527193353
36.0,30.838297290222147
37.0,28.019090769443213
38.0,25.437648477166544
39.0,23.075458714691564
40.0,20.91533582605203
41.0,18.941333749805207
42.0,17.13866459085916
43.0,15.493621958529614
44.0,13.993508829664725
45.0,12.626569706967425
46.0,11.381926852920065
47.0,10.249520389218915
48.0,9.220052060538011
49.0,8.284932469894601
50.0,7.43623160097038
51.0,6.666632450525191
52.0,5.969387601562679
53.0,5.338278575205024
54.0,4.767577806322994
55.0,4.25201309486254
56.0,3.7867343915147877
57.0,3.3672827828965914
58.0,2.9895615477442306
59.0,2.6498091617726596
60.0,2.3445741348148785
61.0,2.0706915696298607
62.0,1.8252613373500644
63.0,1.6056277699311818
64.0,1.4093607751646327
65.0,1.2342382848193907
66.0,1.0782299512924338
67.0,0.9394820127690439
68.0,0.8163032513256561
69.0,0.7071519726524526
70.0,0.6106239401320277
